,pred,rel,labels,source,target
5443,0,0,0,"His difficulty is accompanied by a no doubt symptomatic increasing distrust of universals so that , in championing specificities against them , he seems to give up the attempt to validate the universals Ã¢ÂÂ History as Totalization Ã¢ÂÂ that originally formed the object of his project .",distrust
5444,0,0,0,"His difficulty is accompanied by a no doubt symptomatic increasing distrust of universals so that , in championing specificities against them , he seems to give up the attempt to validate the universals Ã¢ÂÂ History as Totalization Ã¢ÂÂ that originally formed the object of his project .",champion
5445,0,0,0,"His difficulty is accompanied by a no doubt symptomatic increasing distrust of universals so that , in championing specificities against them , he seems to give up the attempt to validate the universals Ã¢ÂÂ History as Totalization Ã¢ÂÂ that originally formed the object of his project .",seem
5446,0,0,0,"His difficulty is accompanied by a no doubt symptomatic increasing distrust of universals so that , in championing specificities against them , he seems to give up the attempt to validate the universals Ã¢ÂÂ History as Totalization Ã¢ÂÂ that originally formed the object of his project .",give
5447,0,0,0,"His difficulty is accompanied by a no doubt symptomatic increasing distrust of universals so that , in championing specificities against them , he seems to give up the attempt to validate the universals Ã¢ÂÂ History as Totalization Ã¢ÂÂ that originally formed the object of his project .",validate
5448,0,1,1,"His difficulty is accompanied by a no doubt symptomatic increasing distrust of universals so that , in championing specificities against them , he seems to give up the attempt to validate the universals Ã¢ÂÂ History as Totalization Ã¢ÂÂ that originally formed the object of his project .",form
5449,0,0,0,"At this point a further contradiction in Sartre 's whole enterprise begins to open up : for someone so deeply distrustful of universals it seems curious that he has involved himself so emphatically with the notions of totality , History , and the dialectic .",begin
5450,1,1,1,"At this point a further contradiction in Sartre 's whole enterprise begins to open up : for someone so deeply distrustful of universals it seems curious that he has involved himself so emphatically with the notions of totality , History , and the dialectic .",open
5451,0,0,0,"At this point a further contradiction in Sartre 's whole enterprise begins to open up : for someone so deeply distrustful of universals it seems curious that he has involved himself so emphatically with the notions of totality , History , and the dialectic .",seem
5452,0,0,0,"At this point a further contradiction in Sartre 's whole enterprise begins to open up : for someone so deeply distrustful of universals it seems curious that he has involved himself so emphatically with the notions of totality , History , and the dialectic .",involve
5453,0,0,0,"As Sartre insists more and more upon the virtues of specificity ( II , 200 Ã¢ÂÂ 05 ) , such is his distaste for Marxist or any other universalizing categories that he refuses even to countenance them , attempting to replace concepts with specificities , universals with singulars .",insist
5454,0,0,0,"As Sartre insists more and more upon the virtues of specificity ( II , 200 Ã¢ÂÂ 05 ) , such is his distaste for Marxist or any other universalizing categories that he refuses even to countenance them , attempting to replace concepts with specificities , universals with singulars .",refuse
5455,0,0,0,"As Sartre insists more and more upon the virtues of specificity ( II , 200 Ã¢ÂÂ 05 ) , such is his distaste for Marxist or any other universalizing categories that he refuses even to countenance them , attempting to replace concepts with specificities , universals with singulars .",countenance
5456,0,0,0,"As Sartre insists more and more upon the virtues of specificity ( II , 200 Ã¢ÂÂ 05 ) , such is his distaste for Marxist or any other universalizing categories that he refuses even to countenance them , attempting to replace concepts with specificities , universals with singulars .",attempt
5457,0,1,1,"As Sartre insists more and more upon the virtues of specificity ( II , 200 Ã¢ÂÂ 05 ) , such is his distaste for Marxist or any other universalizing categories that he refuses even to countenance them , attempting to replace concepts with specificities , universals with singulars .",replace
5458,0,1,1,"His scepticism goes to the extent of even denying the existence of Ã¢ÂÂ society or Ã¢ÂÂ the nation as such ( II , 24 , 61 ) Ã¢ÂÂ the very totalities which his own general argument for totalization requires .",go
5459,0,0,0,"His scepticism goes to the extent of even denying the existence of Ã¢ÂÂ society or Ã¢ÂÂ the nation as such ( II , 24 , 61 ) Ã¢ÂÂ the very totalities which his own general argument for totalization requires .",deny
5460,0,0,0,"His scepticism goes to the extent of even denying the existence of Ã¢ÂÂ society or Ã¢ÂÂ the nation as such ( II , 24 , 61 ) Ã¢ÂÂ the very totalities which his own general argument for totalization requires .",require
5461,0,0,0,"Here certain similarities with later Ã¢ÂÂ post-Marxist theorists such as Foucault or Lyotard , begin to become apparent .",begin
5462,0,0,0,"Here certain similarities with later Ã¢ÂÂ post-Marxist theorists such as Foucault or Lyotard , begin to become apparent .",become
5463,0,0,0,But if Sartre anticipates such later thinkers we should not assume too quickly that they have simply taken his insights further .,anticipate
5464,1,1,1,But if Sartre anticipates such later thinkers we should not assume too quickly that they have simply taken his insights further .,assume
5465,1,1,1,But if Sartre anticipates such later thinkers we should not assume too quickly that they have simply taken his insights further .,take
5466,0,0,0,"For Sartre 's singular universal could never be expected to solve the formal theoretical problem of how individual existential existence can be related to History insofar as it simply renames , in one oxymoronic category , the original antithetical terms .",expect
5467,0,0,0,"For Sartre 's singular universal could never be expected to solve the formal theoretical problem of how individual existential existence can be related to History insofar as it simply renames , in one oxymoronic category , the original antithetical terms .",solve
5468,0,0,0,"For Sartre 's singular universal could never be expected to solve the formal theoretical problem of how individual existential existence can be related to History insofar as it simply renames , in one oxymoronic category , the original antithetical terms .",rename
5469,0,0,0,"Without an adequate theory of their articulation , they simply begin to separate again .",begin
5470,1,1,1,"Without an adequate theory of their articulation , they simply begin to separate again .",separate
5471,1,1,1,Children have served philosophy very well .,serve
5472,0,1,1,That is the first thing which anyone surveying the literature would notice .,surveying
5473,0,0,0,That is the first thing which anyone surveying the literature would notice .,notice
5474,1,0,0,"Along with a selection from a list including women , animals , madmen , foreigners , slaves , patients and imbeciles , children have served in that great class of beings , the Ã¢ÂÂ not-men , in contrast with which male philosophers have defined and valued themselves .",include
5475,1,1,1,"Along with a selection from a list including women , animals , madmen , foreigners , slaves , patients and imbeciles , children have served in that great class of beings , the Ã¢ÂÂ not-men , in contrast with which male philosophers have defined and valued themselves .",serve
5476,1,1,1,"Along with a selection from a list including women , animals , madmen , foreigners , slaves , patients and imbeciles , children have served in that great class of beings , the Ã¢ÂÂ not-men , in contrast with which male philosophers have defined and valued themselves .",define
5477,1,1,1,"Along with a selection from a list including women , animals , madmen , foreigners , slaves , patients and imbeciles , children have served in that great class of beings , the Ã¢ÂÂ not-men , in contrast with which male philosophers have defined and valued themselves .",value
5478,0,1,1,"Unlike the others who appear and disappear as fashion and progress dictate , children occupy a permanent place in the list partly because of their continuing presence as a potential sub-class , partly because they have never protested and mainly because it is assumed that in favourable circumstances they will become men and therefore require attention .",appear
5479,0,1,1,"Unlike the others who appear and disappear as fashion and progress dictate , children occupy a permanent place in the list partly because of their continuing presence as a potential sub-class , partly because they have never protested and mainly because it is assumed that in favourable circumstances they will become men and therefore require attention .",disappear
5480,0,1,1,"Unlike the others who appear and disappear as fashion and progress dictate , children occupy a permanent place in the list partly because of their continuing presence as a potential sub-class , partly because they have never protested and mainly because it is assumed that in favourable circumstances they will become men and therefore require attention .",dictate
5481,0,1,1,"Unlike the others who appear and disappear as fashion and progress dictate , children occupy a permanent place in the list partly because of their continuing presence as a potential sub-class , partly because they have never protested and mainly because it is assumed that in favourable circumstances they will become men and therefore require attention .",occupy
5482,0,0,0,"Unlike the others who appear and disappear as fashion and progress dictate , children occupy a permanent place in the list partly because of their continuing presence as a potential sub-class , partly because they have never protested and mainly because it is assumed that in favourable circumstances they will become men and therefore require attention .",continue
5483,0,0,0,"Unlike the others who appear and disappear as fashion and progress dictate , children occupy a permanent place in the list partly because of their continuing presence as a potential sub-class , partly because they have never protested and mainly because it is assumed that in favourable circumstances they will become men and therefore require attention .",protest
5484,0,0,0,"Unlike the others who appear and disappear as fashion and progress dictate , children occupy a permanent place in the list partly because of their continuing presence as a potential sub-class , partly because they have never protested and mainly because it is assumed that in favourable circumstances they will become men and therefore require attention .",assume
5485,0,0,0,"Unlike the others who appear and disappear as fashion and progress dictate , children occupy a permanent place in the list partly because of their continuing presence as a potential sub-class , partly because they have never protested and mainly because it is assumed that in favourable circumstances they will become men and therefore require attention .",become
5486,0,0,0,"Unlike the others who appear and disappear as fashion and progress dictate , children occupy a permanent place in the list partly because of their continuing presence as a potential sub-class , partly because they have never protested and mainly because it is assumed that in favourable circumstances they will become men and therefore require attention .",require
5487,0,0,0,They have received it in the shape of detailed educational theory carefully worked out to see them through the maturation process from infancy to adulthood .,receive
5488,0,0,0,They have received it in the shape of detailed educational theory carefully worked out to see them through the maturation process from infancy to adulthood .,work
5489,1,1,1,They have received it in the shape of detailed educational theory carefully worked out to see them through the maturation process from infancy to adulthood .,see
5490,0,0,0,Generations of philosophers have documented this process .,document
5491,0,0,0,Perhaps the best known version is Shakespeare 's seven ages of man which is a poetic statement of what had already been received wisdom for centuries and was to remain so for centuries to come .,know
5492,0,0,0,Perhaps the best known version is Shakespeare 's seven ages of man which is a poetic statement of what had already been received wisdom for centuries and was to remain so for centuries to come .,receive
5493,0,0,0,Perhaps the best known version is Shakespeare 's seven ages of man which is a poetic statement of what had already been received wisdom for centuries and was to remain so for centuries to come .,remain
5494,1,1,1,Perhaps the best known version is Shakespeare 's seven ages of man which is a poetic statement of what had already been received wisdom for centuries and was to remain so for centuries to come .,come
5495,1,1,1,"Education was to guide the infant through the transition to manhood including such stages as childhood , boyhood and youth .",guide
5496,1,0,0,"Education was to guide the infant through the transition to manhood including such stages as childhood , boyhood and youth .",include
5497,0,0,0,That is the second thing to notice ; the philosopher 's children are boys .,notice
5498,0,1,1,"The fact that at least half of the world 's children would not actually go through this process beyond the first two stages is conveniently forgotten or ignored and , no doubt , the reasons for this were largely social .",go
5499,0,0,0,"The fact that at least half of the world 's children would not actually go through this process beyond the first two stages is conveniently forgotten or ignored and , no doubt , the reasons for this were largely social .",forget
5500,0,0,0,"The fact that at least half of the world 's children would not actually go through this process beyond the first two stages is conveniently forgotten or ignored and , no doubt , the reasons for this were largely social .",ignore
5501,0,0,0,"But the neglect of girl children through the centuries of theorising is more than a social injustice , though many might think this real and bad enough .",think
5502,0,0,0,"Although it is fashionable to talk about its value Ã¢ÂÂ for its own sake , what prompts the theorising is the strong and well-founded belief that the experiences of childhood affect the kind of adult which the child turns out to be .",talk
5503,1,1,1,"Although it is fashionable to talk about its value Ã¢ÂÂ for its own sake , what prompts the theorising is the strong and well-founded belief that the experiences of childhood affect the kind of adult which the child turns out to be .",prompt
5504,0,0,0,"Although it is fashionable to talk about its value Ã¢ÂÂ for its own sake , what prompts the theorising is the strong and well-founded belief that the experiences of childhood affect the kind of adult which the child turns out to be .",affect
5505,0,1,1,"Although it is fashionable to talk about its value Ã¢ÂÂ for its own sake , what prompts the theorising is the strong and well-founded belief that the experiences of childhood affect the kind of adult which the child turns out to be .",turn
5506,1,0,0,"Where the end is person- rather than role-oriented Ã¢ÂÂ that is , where the end is the development of the human mind and spirit rather than the production of , say , information technologists Ã¢ÂÂ then education is valued in relation to some conception of worthwhile human existence which it is meant to serve .",say
5507,1,1,1,"Where the end is person- rather than role-oriented Ã¢ÂÂ that is , where the end is the development of the human mind and spirit rather than the production of , say , information technologists Ã¢ÂÂ then education is valued in relation to some conception of worthwhile human existence which it is meant to serve .",value
5508,1,0,0,"Where the end is person- rather than role-oriented Ã¢ÂÂ that is , where the end is the development of the human mind and spirit rather than the production of , say , information technologists Ã¢ÂÂ then education is valued in relation to some conception of worthwhile human existence which it is meant to serve .",mean
5509,1,1,1,"Where the end is person- rather than role-oriented Ã¢ÂÂ that is , where the end is the development of the human mind and spirit rather than the production of , say , information technologists Ã¢ÂÂ then education is valued in relation to some conception of worthwhile human existence which it is meant to serve .",serve
5510,1,1,1,"Such an ideal does not stand isolated from the practices which strive towards it but interacts with those practices , helps to construct them , and is in turn constructed by them .",stand
5511,1,1,1,"Such an ideal does not stand isolated from the practices which strive towards it but interacts with those practices , helps to construct them , and is in turn constructed by them .",isolate
5512,1,1,1,"Such an ideal does not stand isolated from the practices which strive towards it but interacts with those practices , helps to construct them , and is in turn constructed by them .",strive
5513,0,1,1,"Such an ideal does not stand isolated from the practices which strive towards it but interacts with those practices , helps to construct them , and is in turn constructed by them .",interact
5514,1,1,1,"Such an ideal does not stand isolated from the practices which strive towards it but interacts with those practices , helps to construct them , and is in turn constructed by them .",help
5515,1,1,1,"Such an ideal does not stand isolated from the practices which strive towards it but interacts with those practices , helps to construct them , and is in turn constructed by them .",construct
5516,1,1,1,"Such an ideal does not stand isolated from the practices which strive towards it but interacts with those practices , helps to construct them , and is in turn constructed by them .",construct
5517,1,1,1,The great philosophers have always produced such a person-oriented account at least for those whose education was thought to matter .,produce
5518,0,0,0,The great philosophers have always produced such a person-oriented account at least for those whose education was thought to matter .,think
5519,0,0,0,The great philosophers have always produced such a person-oriented account at least for those whose education was thought to matter .,matter
5520,1,1,1,"Education has been directed at the production of the rational , the free , the independent of mind , the dignified , in short , the autonomous human being .",direct
5521,0,1,1,"Yet because the philosopher 's adult has traditionally been male , his children boy children , and his educational programmes designed to facilitate the transition between them , the ideal of the fully human person has been masculinised to the point where otherwise thoughtful and sometimes good and wise men have unashamedly admitted that this defining ideal is not applicable to half the species .",design
5522,0,0,0,"Yet because the philosopher 's adult has traditionally been male , his children boy children , and his educational programmes designed to facilitate the transition between them , the ideal of the fully human person has been masculinised to the point where otherwise thoughtful and sometimes good and wise men have unashamedly admitted that this defining ideal is not applicable to half the species .",facilitate
5523,0,0,0,"Yet because the philosopher 's adult has traditionally been male , his children boy children , and his educational programmes designed to facilitate the transition between them , the ideal of the fully human person has been masculinised to the point where otherwise thoughtful and sometimes good and wise men have unashamedly admitted that this defining ideal is not applicable to half the species .",masculinised
5524,0,1,1,"Yet because the philosopher 's adult has traditionally been male , his children boy children , and his educational programmes designed to facilitate the transition between them , the ideal of the fully human person has been masculinised to the point where otherwise thoughtful and sometimes good and wise men have unashamedly admitted that this defining ideal is not applicable to half the species .",admit
5525,0,1,1,"Yet because the philosopher 's adult has traditionally been male , his children boy children , and his educational programmes designed to facilitate the transition between them , the ideal of the fully human person has been masculinised to the point where otherwise thoughtful and sometimes good and wise men have unashamedly admitted that this defining ideal is not applicable to half the species .",define
5526,1,0,0,"Rationality turns into narrow intellectualism , freedom into licence , independence into isolationism , dignity into selfish pride ; the autonomous human being turns out to be no more than a social atom after all .",turn
5527,1,1,1,"Rationality turns into narrow intellectualism , freedom into licence , independence into isolationism , dignity into selfish pride ; the autonomous human being turns out to be no more than a social atom after all .",turn
5528,0,1,1,"The degeneration occurs , not because men are congenitally or even incorrigibly narrow , libertine , isolated or selfish , but because in defining themselves as autonomous beings in opposition to other human beings they have had to seek what separates them as a group from others .",occur
5529,1,1,1,"The degeneration occurs , not because men are congenitally or even incorrigibly narrow , libertine , isolated or selfish , but because in defining themselves as autonomous beings in opposition to other human beings they have had to seek what separates them as a group from others .",isolate
5530,1,1,1,"The degeneration occurs , not because men are congenitally or even incorrigibly narrow , libertine , isolated or selfish , but because in defining themselves as autonomous beings in opposition to other human beings they have had to seek what separates them as a group from others .",define
5531,1,0,0,"The degeneration occurs , not because men are congenitally or even incorrigibly narrow , libertine , isolated or selfish , but because in defining themselves as autonomous beings in opposition to other human beings they have had to seek what separates them as a group from others .",seek
5532,1,1,1,"The degeneration occurs , not because men are congenitally or even incorrigibly narrow , libertine , isolated or selfish , but because in defining themselves as autonomous beings in opposition to other human beings they have had to seek what separates them as a group from others .",separate
5533,1,1,1,It is a curiously paradoxical foundation uponupon which to build a theory of autonomy .,build
5534,1,1,1,Moral autonomy is concerned with individuals not with groups ; a conception of autonomy which depends upon group membership displays its own contradiction .,concern
5535,0,0,0,Moral autonomy is concerned with individuals not with groups ; a conception of autonomy which depends upon group membership displays its own contradiction .,depend
5536,1,1,1,Moral autonomy is concerned with individuals not with groups ; a conception of autonomy which depends upon group membership displays its own contradiction .,display
5537,1,1,1,"There are , of course , the familiar and obvious reasons connected with women 's traditional role in child-rearing but there are less obvious reasons too .",connect
5538,1,1,1,When philosophers dismiss women as Ã¢ÂÂ not-men they frequently do more than simply lump them together with children or lunatics .,dismiss
5539,1,1,1,Explicitly or implicitly the suggestion is that women are children or lunatics or whichever other company they keep .,keep
5540,0,0,0,It would be well to know just what this entails .,know
5541,1,1,1,It would be well to know just what this entails .,entail
5542,0,1,1,Schopenhauer said that women remain big children all their lives ; it would be interesting to know what he thought children were like .,say
5543,0,0,0,Schopenhauer said that women remain big children all their lives ; it would be interesting to know what he thought children were like .,remain
5544,0,0,0,Schopenhauer said that women remain big children all their lives ; it would be interesting to know what he thought children were like .,know
5545,0,0,0,Schopenhauer said that women remain big children all their lives ; it would be interesting to know what he thought children were like .,think
5546,0,0,0,"A common result of this is that when the philosophers deny autonomy to women , they do so for the same sorts of reason that they deny it to children and cite lack of rationality , capriciousness and vulnerability among their characteristics .",deny
5547,0,0,0,"A common result of this is that when the philosophers deny autonomy to women , they do so for the same sorts of reason that they deny it to children and cite lack of rationality , capriciousness and vulnerability among their characteristics .",deny
5548,1,0,0,"A common result of this is that when the philosophers deny autonomy to women , they do so for the same sorts of reason that they deny it to children and cite lack of rationality , capriciousness and vulnerability among their characteristics .",cite
5549,0,0,0,We can do more than to reject such descriptions of ourselves ; we can ask further questions : are children like this ? is this why children are not autonomous ?,reject
5550,0,0,0,We can do more than to reject such descriptions of ourselves ; we can ask further questions : are children like this ? is this why children are not autonomous ?,ask
5551,0,0,0,"Again , women well know what it is like to be treated as children and they find it offensive .",know
5552,0,0,0,"Again , women well know what it is like to be treated as children and they find it offensive .",treat
5553,1,1,1,"Again , women well know what it is like to be treated as children and they find it offensive .",find
5554,1,1,1,It would therefore be reasonable to consider whether children find it offensive to be treated like children .,consider
5555,1,1,1,It would therefore be reasonable to consider whether children find it offensive to be treated like children .,find
5556,0,0,0,It would therefore be reasonable to consider whether children find it offensive to be treated like children .,treat
5557,0,0,0,Is being treated as a child an intrinsically humiliating and self-denying experience ?,treat
5558,0,0,0,What is it to be treated as a child ?,treat
5559,1,1,1,Women philosophers are in a special position to consider such questions for in the image of the philosopher 's child they see themselves .,consider
5560,1,1,1,Women philosophers are in a special position to consider such questions for in the image of the philosopher 's child they see themselves .,see
5561,1,1,1,"It is no accident that the liberation of women , such as it is , should form part of a wider movement of liberation in general ; liberation for one part of the Ã¢ÂÂ not-men is bound to have a knock-on effect when your fellow groups are sometimes quite literally identified with you .",form
5562,1,1,1,"It is no accident that the liberation of women , such as it is , should form part of a wider movement of liberation in general ; liberation for one part of the Ã¢ÂÂ not-men is bound to have a knock-on effect when your fellow groups are sometimes quite literally identified with you .",bind
5563,1,0,0,"It is no accident that the liberation of women , such as it is , should form part of a wider movement of liberation in general ; liberation for one part of the Ã¢ÂÂ not-men is bound to have a knock-on effect when your fellow groups are sometimes quite literally identified with you .",identify
5564,0,0,0,"The assumption that all groups in the Ã¢ÂÂ not-men class are identical with each other is so firmly rooted that , as we shall see in the fourth section , it is readily assumed even by modern libertarian thinkers that showing that , for example , some ground for distinguishing between men and women is false or irrelevant , immediately commits us to the view that the same ground is irrelevant in distinguishing men from children .",root
5565,0,1,1,"The assumption that all groups in the Ã¢ÂÂ not-men class are identical with each other is so firmly rooted that , as we shall see in the fourth section , it is readily assumed even by modern libertarian thinkers that showing that , for example , some ground for distinguishing between men and women is false or irrelevant , immediately commits us to the view that the same ground is irrelevant in distinguishing men from children .",see
5566,0,0,0,"The assumption that all groups in the Ã¢ÂÂ not-men class are identical with each other is so firmly rooted that , as we shall see in the fourth section , it is readily assumed even by modern libertarian thinkers that showing that , for example , some ground for distinguishing between men and women is false or irrelevant , immediately commits us to the view that the same ground is irrelevant in distinguishing men from children .",assume
5567,0,1,1,"The assumption that all groups in the Ã¢ÂÂ not-men class are identical with each other is so firmly rooted that , as we shall see in the fourth section , it is readily assumed even by modern libertarian thinkers that showing that , for example , some ground for distinguishing between men and women is false or irrelevant , immediately commits us to the view that the same ground is irrelevant in distinguishing men from children .",show
5568,0,1,1,"The assumption that all groups in the Ã¢ÂÂ not-men class are identical with each other is so firmly rooted that , as we shall see in the fourth section , it is readily assumed even by modern libertarian thinkers that showing that , for example , some ground for distinguishing between men and women is false or irrelevant , immediately commits us to the view that the same ground is irrelevant in distinguishing men from children .",distinguish
5569,0,1,1,"The assumption that all groups in the Ã¢ÂÂ not-men class are identical with each other is so firmly rooted that , as we shall see in the fourth section , it is readily assumed even by modern libertarian thinkers that showing that , for example , some ground for distinguishing between men and women is false or irrelevant , immediately commits us to the view that the same ground is irrelevant in distinguishing men from children .",commit
5570,0,1,1,"The assumption that all groups in the Ã¢ÂÂ not-men class are identical with each other is so firmly rooted that , as we shall see in the fourth section , it is readily assumed even by modern libertarian thinkers that showing that , for example , some ground for distinguishing between men and women is false or irrelevant , immediately commits us to the view that the same ground is irrelevant in distinguishing men from children .",distinguish
5571,0,0,0,Ã¢ÂÂ That 's what they used to say about women is not a proof that saying it about a child is false .,use
5572,0,1,1,Ã¢ÂÂ That 's what they used to say about women is not a proof that saying it about a child is false .,say
5573,0,1,1,Ã¢ÂÂ That 's what they used to say about women is not a proof that saying it about a child is false .,say
5574,1,1,1,But it should make us very suspicious .,make
5575,1,1,1,"That when women are given the vote it follows that children should be given it too is no argument at all , but a version of it occurs in modern debates over the justice or injustice of Mill 's famous disclaimer in his essay On Liberty .",give
5576,1,1,1,"That when women are given the vote it follows that children should be given it too is no argument at all , but a version of it occurs in modern debates over the justice or injustice of Mill 's famous disclaimer in his essay On Liberty .",follow
5577,1,1,1,"That when women are given the vote it follows that children should be given it too is no argument at all , but a version of it occurs in modern debates over the justice or injustice of Mill 's famous disclaimer in his essay On Liberty .",give
5578,0,1,1,"That when women are given the vote it follows that children should be given it too is no argument at all , but a version of it occurs in modern debates over the justice or injustice of Mill 's famous disclaimer in his essay On Liberty .",occur
5579,0,0,0,"Having denied that we may ever legitimately interfere with the liberty of another except on the grounds of self-protection , Mill ( 1910 ) asserts :",deny
5580,0,0,0,"Having denied that we may ever legitimately interfere with the liberty of another except on the grounds of self-protection , Mill ( 1910 ) asserts :",interfere
5581,0,1,1,"Having denied that we may ever legitimately interfere with the liberty of another except on the grounds of self-protection , Mill ( 1910 ) asserts :",assert
5582,0,0,0,this principle is meant to apply only to human beings in the maturity of their faculties .,mean
5583,0,1,1,this principle is meant to apply only to human beings in the maturity of their faculties .,apply
5584,0,1,1,We are not speaking of children or of young persons below the age which the law may fix as that of manhood or womanhood .,speak
5585,1,1,1,We are not speaking of children or of young persons below the age which the law may fix as that of manhood or womanhood .,fix
5586,0,0,0,Those who are still in a state to require being taken care of by others must be protected against their own actions as well as against external injury .,require
5587,0,1,1,Those who are still in a state to require being taken care of by others must be protected against their own actions as well as against external injury .,take
5588,0,0,0,Those who are still in a state to require being taken care of by others must be protected against their own actions as well as against external injury .,protect
5589,0,1,1,"This view , as we shall see , has been attacked on the grounds that it rests on the false assumption that the distinction between adults and children is identical with the distinction between rational and non-rational beings .",see
5590,1,1,1,"This view , as we shall see , has been attacked on the grounds that it rests on the false assumption that the distinction between adults and children is identical with the distinction between rational and non-rational beings .",attack
5591,1,1,1,"This view , as we shall see , has been attacked on the grounds that it rests on the false assumption that the distinction between adults and children is identical with the distinction between rational and non-rational beings .",rest
5592,1,1,1,The attacks are based on empirical observation ; most women and older children are actually quite as rational as most men while some men are actually less rational .,base
5593,0,0,0,If we agree that in that case women should be embraced by the liberty principle then so should children .,agree
5594,1,1,1,If we agree that in that case women should be embraced by the liberty principle then so should children .,embrace
5595,0,0,0,I shall suggest that this does not follow because rationality is not in fact the grounds for the distinction in the first place .,suggest
5596,1,1,1,I shall suggest that this does not follow because rationality is not in fact the grounds for the distinction in the first place .,follow
5597,1,0,0,"Partly to redress the balance and partly because talking about Ã¢ÂÂ children covers such a wide range of potential images , I shall try to keep before my mind an ordinary 10-year-old of our society .",redress
5598,0,1,1,"Partly to redress the balance and partly because talking about Ã¢ÂÂ children covers such a wide range of potential images , I shall try to keep before my mind an ordinary 10-year-old of our society .",talk
5599,0,0,0,"Partly to redress the balance and partly because talking about Ã¢ÂÂ children covers such a wide range of potential images , I shall try to keep before my mind an ordinary 10-year-old of our society .",try
5600,1,1,1,"Partly to redress the balance and partly because talking about Ã¢ÂÂ children covers such a wide range of potential images , I shall try to keep before my mind an ordinary 10-year-old of our society .",keep
5601,0,1,1,She is the child of this paper unless I indicate otherwise .,indicate
5602,1,0,0,"Throughout we should ask ourselves , does this ( whatever is being said ) apply to her ?",ask
5603,0,1,1,"Throughout we should ask ourselves , does this ( whatever is being said ) apply to her ?",say
5604,0,1,1,"Throughout we should ask ourselves , does this ( whatever is being said ) apply to her ?",apply
5605,0,0,0,"First of all , let us remind ourselves of the traditional picture of children drawn for us by some great philosophers of the past .",let
5606,0,0,0,"First of all , let us remind ourselves of the traditional picture of children drawn for us by some great philosophers of the past .",remind
5607,1,1,1,"First of all , let us remind ourselves of the traditional picture of children drawn for us by some great philosophers of the past .",draw
5608,0,0,0,One thing they are all quite sure about is that children are not like adults ; in particular they agree that children lack some capacity for rational thought which adults have .,agree
5609,0,0,0,One thing they are all quite sure about is that children are not like adults ; in particular they agree that children lack some capacity for rational thought which adults have .,lack
5610,0,1,1,"Children Ã¢ÂÂ¦ are not endued with Reason at all , till they have attained the use of speech but are called Reasonable Creatures for the possibility apparent of having the use of Reason in time to come .",endue
5611,0,0,0,"Children Ã¢ÂÂ¦ are not endued with Reason at all , till they have attained the use of speech but are called Reasonable Creatures for the possibility apparent of having the use of Reason in time to come .",attain
5612,0,1,1,"Children Ã¢ÂÂ¦ are not endued with Reason at all , till they have attained the use of speech but are called Reasonable Creatures for the possibility apparent of having the use of Reason in time to come .",call
5613,1,1,1,"Children Ã¢ÂÂ¦ are not endued with Reason at all , till they have attained the use of speech but are called Reasonable Creatures for the possibility apparent of having the use of Reason in time to come .",come
5614,0,0,0,Children Ã¢ÂÂ¦ love to be treated as Rational Creatures sooner than is imagined Ã¢ÂÂ¦ by which Ã¢ÂÂ¦,treat
5615,0,0,0,Children Ã¢ÂÂ¦ love to be treated as Rational Creatures sooner than is imagined Ã¢ÂÂ¦ by which Ã¢ÂÂ¦,imagine
5616,0,0,0,"I mean , that you should make them sensible by the Mildness of your carriage , and the composure even in your correction of them , that what you do is reasonable in you and useful and necessary for them .",mean
5617,1,1,1,"I mean , that you should make them sensible by the Mildness of your carriage , and the composure even in your correction of them , that what you do is reasonable in you and useful and necessary for them .",make
5618,1,1,1,"In training for youth , the child must be given reasons ; in the training of the infant for childhood this can not be done .",give
5619,0,1,1,"Young children ought merely to have things shown to them as they are , or they get puzzled and ask question after question .",show
5620,0,0,0,"Young children ought merely to have things shown to them as they are , or they get puzzled and ask question after question .",get
5621,0,0,0,"Young children ought merely to have things shown to them as they are , or they get puzzled and ask question after question .",puzzle
5622,0,0,0,"Young children ought merely to have things shown to them as they are , or they get puzzled and ask question after question .",ask
5623,1,1,1,But as we approach the age of youth reason appears .,approach
5624,1,1,1,But as we approach the age of youth reason appears .,appear
5625,0,1,1,At what age ought the education for youth to begin ?,begin
5626,1,1,1,"Roughly at the age of ten years , when by nature the child enters the stage of youth and begins to reflect Ã¢ÂÂ¦",enter
5627,0,0,0,"Roughly at the age of ten years , when by nature the child enters the stage of youth and begins to reflect Ã¢ÂÂ¦",begin
5628,1,1,1,"Roughly at the age of ten years , when by nature the child enters the stage of youth and begins to reflect Ã¢ÂÂ¦",reflect
5629,1,1,1,"The youth Ã¢ÂÂ¦ is capable of having principles ; his religious and moral ideas can be cultivated , and he is able to attend to his own refinement .",cultivate
5630,1,0,0,"The youth Ã¢ÂÂ¦ is capable of having principles ; his religious and moral ideas can be cultivated , and he is able to attend to his own refinement .",attend
5631,1,1,1,"If a society lets any considerable number of its members grow up mere children , incapable of being acted on by rational consideration of distant motives , society has itself to blame for the consequences .",let
5632,0,0,0,"If a society lets any considerable number of its members grow up mere children , incapable of being acted on by rational consideration of distant motives , society has itself to blame for the consequences .",grow
5633,1,0,0,"If a society lets any considerable number of its members grow up mere children , incapable of being acted on by rational consideration of distant motives , society has itself to blame for the consequences .",act
